"sourcePaperID","followedOutLinks","followedInLinks","numBFSLevels","outputEdgeList","numFoundNodes","numFoundEdges","userTime","systemTime","totalTime","maxMemory"
2121045125,False,True,2,"2121045125-false-true-2.txt",1562,1959,0.987074,0.208249,1.195323,44240
2028938422,True,True,2,"2028938422-true-true-2.txt",3175,4088,5.399803,0.656589,6.056392000000001,62892
2028938422,True,False,2,"2028938422-true-false-2.txt",352,453,2.409689,0.15623099999999998,2.56592,44536
2028938422,False,True,2,"2028938422-false-true-2.txt",57,59,0.736883,0.112964,0.8498469999999999,44364
2154290246,True,True,2,"2154290246-true-true-2.txt",6162,6790,8.355408,0.915948,9.271356,114552
2154290246,True,False,2,"2154290246-true-false-2.txt",68,79,1.248765,0.11622099999999999,1.3649859999999998,44264
2154290246,False,True,2,"2154290246-false-true-2.txt",183,269,3.199337,0.276559,3.4758959999999997,58572
2147601049,True,True,2,"2147601049-true-true-2.txt",72657,83227,16.947701,1.752428,18.700128999999997,206880
2147601049,True,False,2,"2147601049-true-false-2.txt",5117,6218,5.495008,0.469392,5.9644,101512
2147601049,False,True,2,"2147601049-false-true-2.txt",961,1161,2.9778279999999997,0.29757,3.2753979999999996,52424
2007208460,True,True,2,"2007208460-true-true-2.txt",13500,17389,11.477538,1.213088,12.690625999999998,200224
2007208460,True,False,2,"2007208460-true-false-2.txt",1673,2424,2.865058,0.217101,3.082159,50180
2007208460,False,True,2,"2007208460-false-true-2.txt",1455,1525,3.085065,0.389922,3.474987,56360
2135194698,True,True,2,"2135194698-true-true-2.txt",34320,34728,2.067477,0.23226999999999998,2.299747,44536
2135194698,True,False,2,"2135194698-true-false-2.txt",45,48,1.080686,0.142648,1.223334,44300
2135194698,False,True,2,"2135194698-false-true-2.txt",1,0,0.38317599999999996,0.086903,0.47007899999999997,44296
2121643084,True,True,2,"2121643084-true-true-2.txt",13765,21083,11.636684,1.138826,12.77551,152264
2121643084,True,False,2,"2121643084-true-false-2.txt",644,845,1.9625309999999998,0.15501099999999998,2.117542,44328
2121643084,False,True,2,"2121643084-false-true-2.txt",3233,4241,4.211904,0.477358,4.689261999999999,75652
2108120142,True,True,2,"2108120142-true-true-2.txt",68620,69383,3.156971,0.23005199999999998,3.387023,58152
2108120142,True,False,2,"2108120142-true-false-2.txt",104,109,1.338072,0.135376,1.4734479999999999,44352
2108120142,False,True,2,"2108120142-false-true-2.txt",14,13,0.548252,0.059326,0.607578,44576
2540956752,True,True,2,"2540956752-true-true-2.txt",12662,16533,6.470429,0.789785,7.260214,67080
2540956752,True,False,2,"2540956752-true-false-2.txt",1534,2000,3.236922,0.25304499999999996,3.489967,57500
2540956752,False,True,2,"2540956752-false-true-2.txt",1,0,0.360817,0.10377,0.46458699999999997,44388
2132327506,True,True,2,"2132327506-true-true-2.txt",10616,28135,50.371445,5.471267,55.842712,220796
2132327506,True,False,2,"2132327506-true-false-2.txt",2094,3016,11.470787,1.204727,12.675514,156412
2132327506,False,True,2,"2132327506-false-true-2.txt",3150,4645,16.075976,1.858526,17.934502000000002,182964
2270583892,True,True,2,"2270583892-true-true-2.txt",2870,3055,4.415067,0.426678,4.8417449999999995,47996
2270583892,True,False,2,"2270583892-true-false-2.txt",450,468,2.170694,0.18814899999999998,2.3588430000000002,44240
2270583892,False,True,2,"2270583892-false-true-2.txt",2,1,0.443828,0.081318,0.525146,44520
2143906901,True,True,2,"2143906901-true-true-2.txt",12149,21682,16.170826,1.795347,17.966173,211404
2143906901,True,False,2,"2143906901-true-false-2.txt",3228,4774,5.954673,0.41916499999999995,6.373837999999999,110372
2143906901,False,True,2,"2143906901-false-true-2.txt",374,780,2.2372,0.314691,2.551891,44764
1547492438,True,True,2,"1547492438-true-true-2.txt",1648,2938,4.436749,0.576518,5.013267,44328
1547492438,True,False,2,"1547492438-true-false-2.txt",429,575,1.379907,0.125017,1.504924,44384
1547492438,False,True,2,"1547492438-false-true-2.txt",67,96,1.387122,0.13466599999999998,1.521788,44244
2752438457,True,True,2,"2752438457-true-true-2.txt",15554,16196,5.251214,0.53327,5.784484,75420
2752438457,True,False,2,"2752438457-true-false-2.txt",1246,1502,2.61501,0.172763,2.7877729999999996,45912
2752438457,False,True,2,"2752438457-false-true-2.txt",1,0,0.392098,0.08574999999999999,0.477848,44424
2132882521,True,True,2,"2132882521-true-true-2.txt",3860,6124,5.110222,0.581074,5.691296,77868
2132882521,True,False,2,"2132882521-true-false-2.txt",912,1268,2.492306,0.20659999999999998,2.698906,44368
2132882521,False,True,2,"2132882521-false-true-2.txt",2,1,0.436243,0.081052,0.517295,44332
2550146140,True,True,2,"2550146140-true-true-2.txt",6025,6723,6.057525,0.754985,6.81251,76376
